freq,unit,na_item,sector,geo\TIME_PERIOD	1949 	1950 	1951 	1952 	1953 	1954 	1955 	1956 	1957 	1958 	1959 	1960 	1961 	1962 	1963 	1964 	1965 	1966 	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,PC,B7G_N_HAB_GR,S14_S15,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.28 	1.39 	1.63 	2.96 	1.70 	4.16 	1.14 	2.73 	1.66 	2.24 	2.63 	2.52 	2.77 	0.87 	2.61 	3.12 	2.04 	1.81 	2.65 	2.42 	2.72 	3.10 	3.65 	2.86 	1.52 p	4.23 	7.26 	5.18 
A,PC,B7G_N_HAB_GR,S14_S15,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.81 	1.47 	4.45 	1.04 	3.89 	5.59 	4.66 	3.27 	3.62 	3.22 	4.49 	1.39 	2.88 	3.90 	4.16 	2.30 	1.35 	0.46 	0.86 	3.25 	3.29 	2.18 	2.78 	1.94 	0.89 	3.88 	5.87 	3.33 
A,PC,B7G_N_HAB_GR,S14_S15,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.14 	5.13 	3.12 	3.25 	3.22 	2.77 	4.24 	3.66 	3.06 	0.01 	1.06 	1.51 	-0.19 	0.55 	1.42 	2.11 	2.24 	2.70 	2.98 	3.05 	0.84 	5.18 	6.35 	6.32 
A,PC,B7G_N_HAB_GR,S14_S15,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.41 	16.38 	11.31 	6.00 	7.87 	11.71 	6.13 	11.11 	10.99 	15.21 	19.71 	17.20 	15.73 	-7.73 	-0.79 	8.17 	4.25 	9.44 	4.32 	7.18 	4.81 	7.48 	12.37 	6.38 	2.16 	8.78 	13.03 	5.69 
A,PC,B7G_N_HAB_GR,S14_S15,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.58 	4.14 	7.49 	6.83 	1.57 	5.89 	8.60 	9.73 	6.77 	2.78 	8.57 	6.63 	7.57 	1.38 	-8.52 	-10.13 	-11.56 	-6.72 	1.25 	-0.73 	-0.41 	1.88 	-0.74 	7.32 	-3.13 	10.23 	6.60 	8.35 
A,PC,B7G_N_HAB_GR,S14_S15,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.03 	5.84 	5.96 	5.77 	8.57 	6.97 	4.62 	5.42 	4.84 	5.38 	4.60 	3.79 	4.25 	-0.26 	-0.06 	-0.10 	-5.46 	-0.22 	0.48 	4.34 	2.51 	2.85 	2.65 	4.19 	-1.44 	5.20 	4.26 	8.67 
A,PC,B7G_N_HAB_GR,S14_S15,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.85 	5.49 	3.53 	3.11 	3.43 	3.70 	4.51 	4.23 	4.08 	-0.69 	2.06 	2.04 	0.15 	0.62 	1.39 	2.15 	2.55 	3.16 	3.11 	3.46 	1.26 	5.67 	6.65 	6.61 
A,PC,B7G_N_HAB_GR,S14_S15,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.31 	5.95 	5.28 	5.98 	5.05 	4.06 	4.71 	4.69 	4.93 	2.84 	3.73 	5.40 	5.79 	2.45 	3.72 	4.03 	2.78 	1.71 	0.72 	1.86 	1.21 	1.70 	3.32 	3.57 	1.31 	3.64 	4.02 	5.62 
A,PC,B7G_N_HAB_GR,S14_S15,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.44 	12.19 	15.08 	11.51 	13.42 	14.96 	13.89 	9.20 	6.98 	6.68 	5.33 	4.21 	5.46 	6.59 	6.48 	3.95 	4.88 	2.55 	1.51 	3.46 	2.43 	2.34 	2.95 	2.41 	5.05 	4.28 	4.13 	2.56 	3.45 	2.73 	4.28 	4.34 	2.77 	0.40 	2.34 	1.64 	0.85 	-0.35 	1.14 	0.82 	1.32 	2.22 	2.02 	2.63 	1.11 	5.19 	4.54 	6.74 
A,PC,B7G_N_HAB_GR,S14_S15,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.22 	10.45 	12.38 	10.68 	9.83 	6.62 	7.88 	5.12 	6.97 	5.18 	4.64 	8.50 	4.89 	1.54 	0.05 	0.92 	-0.71 	0.46 	0.40 	2.76 	3.01 	4.58 	6.35 	6.91 	3.36 	8.70 	12.12 	13.95 p
A,PC,B7G_N_HAB_GR,S14_S15,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.05 	19.02 	17.39 	11.47 	12.65 	15.46 	12.87 	12.69 	11.19 	8.53 	5.63 	2.18 	3.99 	-0.05 	2.97 	6.30 	2.22 	3.46 	5.10 	5.10 	5.83 	9.76 	11.14 	10.76 	4.16 	13.80 	19.05 	16.31 
A,PC,B7G_N_HAB_GR,S14_S15,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.58 	8.59 	11.40 	8.30 	10.83 	13.58 	7.05 	6.48 	5.92 	7.47 	4.99 	5.36 	3.86 	-7.08 	-4.40 	-0.98 	1.25 	-1.32 	1.39 	4.06 	3.67 	5.03 	3.42 	5.84 	4.56 	4.75 	6.85 	8.98 
A,PC,B7G_N_HAB_GR,S14_S15,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.49 	11.06 	7.16 	7.87 	7.52 	12.20 	15.73 	13.06 	-2.64 	-7.83 	7.71 	6.90 	4.95 	6.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC,B7G_N_HAB_GR,S14_S15,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.63 	2.94 	1.34 	3.62 	4.31 	5.00 	4.05 	3.17 	3.20 	2.52 	3.36 	2.68 	0.99 	-2.12 	-0.39 	1.54 	-2.98 	-0.04 	0.73 	1.24 	1.47 	2.28 	1.68 	0.94 	-1.04 	5.65 	6.39 	4.66 
A,PC,B7G_N_HAB_GR,S14_S15,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.97 	22.37 	14.96 	2.44 	2.63 	4.94 	7.05 	8.68 	11.68 	13.53 	18.67 	12.22 	22.91 	-6.74 	0.81 	6.61 	3.49 	6.29 	3.35 	5.16 	8.55 	2.89 	8.68 	10.33 	9.71 	11.01 	12.84 	9.89 
A,PC,B7G_N_HAB_GR,S14_S15,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.38 	4.95 	2.16 	6.89 	8.23 	5.69 	7.39 	2.41 	2.64 	1.44 	4.01 	3.89 	3.92 	2.38 	2.46 	2.80 	3.09 	3.87 	1.11 	-0.06 	-0.12 	4.53 	3.06 	3.96 	6.12 	1.44 	5.35 	5.67 
A,PC,B7G_N_HAB_GR,S14_S15,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.01 	27.09 	6.64 	5.55 	14.08 	8.23 	13.65 	13.95 	19.62 	21.71 	25.64 	23.34 	20.17 	-15.22 	-4.31 	2.41 	7.66 	4.58 	5.57 	6.49 	6.18 	7.66 	8.54 	6.72 	2.58 	10.10 	9.15 	9.81 
A,PC,B7G_N_HAB_GR,S14_S15,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.96 	3.34 	7.52 	2.90 	3.69 	1.23 	3.36 	4.50 	2.19 	3.76 	6.23 	6.92 	2.14 	1.54 	5.33 	4.85 	3.65 	5.23 	2.77 	6.69 	5.21 	5.90 	6.15 	5.92 	1.95 	8.64 	3.37 	9.86 
A,PC,B7G_N_HAB_GR,S14_S15,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.11 	5.88 	5.17 	4.70 	5.69 	8.76 	4.27 	1.82 	1.62 	1.49 	6.65 	4.33 	3.33 	1.56 	1.56 	1.31 	0.20 	-0.15 	2.16 	1.34 	2.52 	2.27 	4.81 	4.83 	3.06 	6.32 	6.75 	7.14 
A,PC,B7G_N_HAB_GR,S14_S15,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.50 	12.89 	14.96 	11.36 	9.77 	9.03 	7.88 	8.94 	8.64 	6.04 	5.92 	5.72 	6.47 	5.58 	5.36 	2.80 	4.73 	5.09 	6.07 	8.17 	4.53 	6.31 	3.56 	8.70 	6.98 	4.38 	8.15 	-2.62 	6.08 	6.07 	5.72 	3.87 	4.27 	4.16 	4.76 	3.84 	5.80 	1.50 	3.37 	3.11 	3.92 	2.23 	6.58 	2.45 	: 
A,PC,B7G_N_HAB_GR,S14_S15,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.93 	21.75 	16.94 	11.07 	12.17 	7.67 	2.62 	1.75 	7.68 	3.53 	6.19 	7.13 	8.42 	7.00 	7.53 	4.85 	4.33 	1.59 	5.62 	3.10 	4.54 	5.21 	6.05 	7.26 	10.02 	5.00 	12.12 	11.43 
A,PC,B7G_N_HAB_GR,S14_S15,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.27 	6.38 	8.39 	7.15 	6.13 	4.93 	4.45 	2.57 	3.53 	4.23 	2.64 	3.80 	3.64 	1.12 	0.94 	-3.01 	-3.34 	-0.07 	0.20 	3.91 	3.49 	2.92 	4.73 	4.55 	-0.52 	6.00 	7.99 	5.74 
A,PC,B7G_N_HAB_GR,S14_S15,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88.96 	114.79 	33.84 	44.35 	47.11 	47.31 	23.27 	27.12 	31.92 	18.53 	19.54 	2.00 	30.54 	-1.22 	7.74 	5.29 	5.10 	0.65 	3.08 	7.64 	10.57 	15.45 	8.99 	21.01 	2.30 	8.80 	14.35 	10.51 
A,PC,B7G_N_HAB_GR,S14_S15,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18.49 p	12.57 p	17.95 p	8.67 p	4.70 p	5.63 p	7.82 p	3.84 p	3.78 p	1.20 p	0.96 p	4.18 p	12.17 p	5.29 p	4.84 p	15.17 p	16.18 p	: 
A,PC,B7G_N_HAB_GR,S14_S15,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.84 	3.64 	1.57 	1.30 	3.64 	4.85 	5.24 	7.70 	5.15 	3.36 	1.61 	3.41 	5.21 	5.91 	5.02 	2.50 	3.15 	3.84 	3.56 	1.86 	2.57 	3.23 	3.92 	2.45 	2.98 	2.93 	0.26 	5.62 	5.23 	5.77 
A,PC,B7G_N_HAB_GR,S14_S15,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.73 	14.75 	9.19 	9.79 	11.37 	12.04 	10.05 	6.32 	6.62 	6.79 	5.14 	7.40 	8.31 	-0.76 	1.42 	1.91 	-2.42 	-0.83 	0.60 	1.92 	4.29 	4.72 	5.85 	5.67 	4.77 	8.06 	8.81 	8.00 
A,PC,B7G_N_HAB_GR,S14_S15,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	24.40 	12.47 	8.81 	3.30 	8.76 	8.75 	7.75 	6.20 	12.26 	5.81 	10.27 	12.56 	11.69 	1.55 	3.13 	1.01 	2.69 	0.98 	2.30 	5.13 	2.67 	4.51 	8.91 	5.34 	4.15 	6.93 	10.14 	8.34 
A,PC,B7G_N_HAB_GR,S14_S15,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.87 p	17.89 p	9.69 p	15.03 p	10.88 p	12.45 p	10.65 p	17.31 p	13.01 p	11.74 p	14.24 p	36.41 p	101.99 p	87.20 p
A,PC,B7G_N_HAB_GR,S14_S15,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.00 	3.35 	2.61 	5.16 	6.44 	4.00 	4.22 	3.68 	4.65 	4.46 	4.44 	4.66 	3.31 	2.23 	1.42 	0.87 	3.30 	2.86 	2.74 	4.40 	1.22 	1.47 	3.78 	2.69 	: 	: 	: 	: 
A,PC,B7G_R_HAB_GR,S14_S15,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.52 	-0.28 	3.00 	4.21 	1.95 	-1.35 	0.48 	1.83 	0.79 	2.55 	2.47 	2.13 	1.21 	0.98 	-1.08 	-1.74 	1.70 	-2.51 	-0.07 	0.07 	1.33 	0.21 	0.98 	0.30 	-0.36 	3.36 	-0.33 	-1.76 
A,PC,B7G_R_HAB_GR,S14_S15,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.53 	0.32 	2.22 	2.74 	1.15 	1.99 	0.70 	0.44 	-0.07 	0.52 	1.78 	1.64 	1.99 	1.64 	-0.93 	-0.25 	-0.01 	-0.12 	0.24 	-0.09 	0.94 	1.16 	0.91 	2.09 	0.44 	2.81 	-1.85 	1.13 
A,PC,B7G_R_HAB_GR,S14_S15,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-32.12 	-27.81 	5.01 	9.39 	4.88 	5.24 	11.16 	6.01 	5.86 	4.01 	11.48 	3.93 	15.57 	2.19 	0.11 	5.95 	-2.41 	5.10 	1.85 	2.52 	4.66 	4.43 	: 	: 	: 	: 	: 	: 
A,PC,B7G_R_HAB_GR,S14_S15,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.13 	4.30 	1.78 	3.53 	1.94 	2.71 	-0.93 	-1.27 	1.29 	1.86 	2.51 	2.81 	0.46 	1.15 	0.87 	0.47 	1.30 	1.58 	0.43 	0.41 	0.46 	-1.46 	-0.24 	1.35 	2.58 	0.00 	0.59 	-0.46 
A,PC,B7G_R_HAB_GR,S14_S15,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.27 	3.30 	4.41 	6.68 	6.75 	3.22 	0.66 	7.52 	8.01 	5.21 	2.44 	1.07 	5.15 	-1.18 	-2.59 	-2.90 	-6.38 	-3.52 	-6.06 	3.50 	6.08 	3.93 	3.93 	9.06 	3.15 	8.35 	4.77 	0.37 
A,PC,B7G_R_HAB_GR,S14_S15,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.72 	2.15 	-1.58 	2.48 	2.30 	3.89 	4.83 	4.68 	2.08 	3.51 	4.44 	2.73 	2.99 	-0.67 	0.32 	0.00 	-0.73 	-0.40 	2.69 	2.42 	2.87 	4.57 	4.56 	3.89 	3.28 	5.27 	-4.52 	-1.60 
A,PC,B7G_R_HAB_GR,S14_S15,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.58 	0.26 	1.27 	2.38 	0.75 	2.05 	-0.40 	0.96 	0.44 	0.98 	1.39 	0.58 	0.73 	0.97 	0.94 	1.08 	0.50 	0.24 	1.53 	1.88 	1.98 	1.41 	1.94 	1.40 	0.96 p	1.30 	0.46 	-1.41 
A,PC,B7G_R_HAB_GR,S14_S15,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.11 	-0.38 	2.90 	-0.85 	1.07 	3.19 	2.71 	2.02 	2.42 	1.46 	2.22 	-0.34 	-0.22 	2.56 	1.71 	0.01 	-0.96 	-0.28 	0.24 	3.07 	3.22 	1.21 	2.29 	1.10 	0.71 	1.81 	-1.15 	0.42 
A,PC,B7G_R_HAB_GR,S14_S15,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.79 	2.62 	1.14 	0.98 	1.14 	0.73 	1.87 	1.22 	0.17 	0.68 	-0.51 	-0.78 	-1.98 	-0.61 	0.89 	1.82 	1.72 	1.27 	1.30 	1.82 	0.25 	2.86 	-0.36 	-0.01 
A,PC,B7G_R_HAB_GR,S14_S15,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.51 	5.99 	4.47 	2.52 	4.46 	4.79 	2.73 	9.37 	7.04 	11.09 	13.42 	8.61 	7.20 	-6.68 	-4.46 	2.70 	0.00 	6.07 	3.64 	6.99 	3.19 	2.69 	8.40 	3.44 	3.59 	4.45 	-3.84 	-2.82 
A,PC,B7G_R_HAB_GR,S14_S15,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.02 	-1.51 	2.73 	4.19 	-1.62 	3.00 	7.08 	5.98 	3.72 	0.14 	5.22 	3.11 	3.62 	0.76 	-11.78 	-12.69 	-12.44 	-5.14 	3.69 	0.57 	0.44 	1.58 	-0.81 	7.25 	-1.99 	9.17 	0.72 	3.54 
A,PC,B7G_R_HAB_GR,S14_S15,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.18 	2.98 	4.26 	3.57 	4.25 	3.30 	1.86 	2.14 	1.28 	1.99 	1.07 	0.42 	0.66 	0.70 	-1.98 	-2.37 	-7.35 	-1.16 	0.35 	4.42 	2.31 	1.32 	1.23 	3.08 	-1.52 	2.94 	-2.10 	3.12 
A,PC,B7G_R_HAB_GR,S14_S15,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.93 	2.86 	1.48 	1.39 	1.35 	1.14 	2.05 	1.45 	0.81 	0.98 	-0.34 	-0.41 	-1.65 	-0.42 	1.12 	1.91 	2.26 	1.57 	1.58 	2.22 	0.73 	3.08 	-0.46 	0.03 
A,PC,B7G_R_HAB_GR,S14_S15,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.33 	3.94 	3.58 	4.48 	1.96 	1.33 	3.02 	3.66 	4.64 	1.76 	2.31 	3.41 	2.31 	0.55 	2.26 	0.69 	-0.04 	-0.69 	-0.55 	1.38 	1.05 	0.66 	2.00 	2.56 	0.93 	1.35 	-2.07 	0.98 
